"date","subj_id","content","response","Adj","Name","Unit","Pred"
1504268124,"subj001","item","23","Tall","Benjamin","77","notMuchTaller"
1504268124,"subj001","item","5","Tall","David","77","notTaller"
1504268124,"subj001","item","99","Tall","Stanley","77","taller"
1504268124,"subj001","item","9","Tall","Jacob","68","veryTall"
1504268124,"subj001","item","10","Tall","William","75","notTaller"
1504268124,"subj001","item","17","Tall","Kevin","66","notMuchTaller"
1504268124,"subj001","item","26","Tall","Brian","72","notTall"
1504268124,"subj001","item","9","Tall","Jeff","69","notMuchTaller"
1504268124,"subj001","item","97","Tall","Robert","79","veryTall"
1504268124,"subj001","item","91","Tall","Steven","75","muchTaller"
1504268124,"subj001","item","69","Tall","Benjamin","71","veryTall"
1504268124,"subj001","item","6","Tall","Stanley","72","notMuchTaller"
1504268124,"subj001","item","90","Tall","Tim","74","taller"
1504268124,"subj001","item","8","Tall","Jacob","79","notMuchTaller"
1504268124,"subj001","item","95","Tall","James","75","veryTall"
1504268124,"subj001","item","71","Tall","Tim","70","notMuchTaller"
1504268124,"subj001","item","6","Tall","Daniel","73","notVeryTall"
1504268124,"subj001","item","4","Tall","Jeff","79","notTall"
1504268124,"subj001","item","5","Tall","Kenneth","82","notVeryTall"
1504268124,"subj001","item","11","Tall","Edward","66","taller"
1504268124,"subj001","item","84","Tall","Donald","66","notTall"
1504268124,"subj001","item","66","Tall","Arthur","71","notMuchTaller"
1504268124,"subj001","item","94","Tall","Kenneth","74","muchTaller"
1504268124,"subj001","item","38","Tall","Alex","69","veryTall"
1504268124,"subj001","item","16","Tall","Thomas","66","muchTaller"
1504268124,"subj001","item","80","Tall","David","66","notVeryTall"
1504268124,"subj001","item","14","Tall","Ethan","70","veryTall"
1504268124,"subj001","item","94","Tall","Joseph","74","tall"
1504268124,"subj001","item","87","Tall","Jason","72","taller"
1504268124,"subj001","item","40","Tall","Richard","68","notVeryTall"
1504268124,"subj001","item","16","Tall","Stanley","66","veryTall"
1504268124,"subj001","item","95","Tall","George","73","muchTaller"
1504268124,"subj001","item","65","Tall","Matthew","70","notTaller"
1504268124,"subj001","item","2","Tall","George","79","notVeryTall"
1504268124,"subj001","item","6","Tall","Charles","82","notTaller"
1504268124,"subj001","item","41","Tall","Charles","69","notVeryTall"
1504268124,"subj001","item","95","Tall","Jeff","73","taller"
1504268124,"subj001","item","13","Tall","Brian","68","taller"
1504268124,"subj001","item","87","Tall","Matthew","74","veryTall"
1504268124,"subj001","item","31","Tall","Ronald","69","taller"
1504268124,"subj001","item","3","Tall","Paul","70","muchTaller"
1504268124,"subj001","item","93","Tall","Donald","72","muchTaller"
1504268124,"subj001","item","34","Tall","Daniel","69","muchTaller"
1504268124,"subj001","item","33","Tall","Steven","70","notTall"
1504268124,"subj001","item","7","Tall","Anthony","70","taller"
1504268124,"subj001","item","43","Tall","Mark","71","muchTaller"
1504268124,"subj001","item","41","Tall","William","70","tall"
1504268124,"subj001","item","6","Tall","Paul","74","notVeryTall"
1504268124,"subj001","item","68","Tall","George","68","notTall"
1504268124,"subj001","item","6","Tall","Robert","73","notTaller"
1504268124,"subj001","item","84","Tall","Charles","73","tall"
1504268124,"subj001","item","96","Tall","Ethan","63","notTaller"
1504268124,"subj001","item","15","Tall","James","63","tall"
1504268124,"subj001","item","45","Tall","Thomas","71","notVeryTall"
1504268124,"subj001","item","8","Tall","Jacob","73","notMuchTaller"
1504268124,"subj001","item","2","Tall","Ryan","82","notMuchTaller"
1504268124,"subj001","item","76","Tall","Ryan","69","notTaller"
1504268124,"subj001","item","84","Tall","Richard","72","tall"
1504268124,"subj001","item","28","Tall","Ronald","73","notTall"
1504268124,"subj001","item","95","Tall","Michael","82","veryTall"
1504268124,"subj001","item","97","Tall","John","77","veryTall"
1504268124,"subj001","item","9","Tall","Ethan","75","notMuchTaller"
1504268124,"subj001","item","91","Tall","Christopher","77","tall"
1504268124,"subj001","item","43","Tall","Michael","69","tall"
1504268124,"subj001","item","59","Tall","Kenneth","69","notTall"
1504268124,"subj001","item","7","Tall","Mark","75","notVeryTall"
1504268124,"subj001","item","94","Tall","Benjamin","66","notTaller"
1504268124,"subj001","item","14","Tall","Arthur","63","veryTall"
1504268124,"subj001","item","6","Tall","Alex","74","notMuchTaller"
1504268124,"subj001","item","2","Tall","Anthony","74","notTall"
1504268124,"subj001","item","58","Tall","David","71","tall"
1504268124,"subj001","item","95","Tall","Brian","79","muchTaller"
1504268124,"subj001","item","10","Tall","Michael","74","notTaller"
1504268124,"subj001","item","95","Tall","Mark","63","notTall"
1504268124,"subj001","item","95","Tall","Joseph","63","notTaller"
1504268124,"subj001","item","92","Tall","Jacob","68","notTaller"
1504268124,"subj001","item","42","Tall","Jason","68","notMuchTaller"
1504268124,"subj001","item","95","Tall","Ronald","82","muchTaller"
1504268124,"subj001","item","8","Tall","Tim","82","notTall"
1504268124,"subj001","item","61","Tall","Kevin","71","taller"
1504268124,"subj001","item","4","Tall","Steven","63","taller"
1504268124,"subj001","item","37","Tall","Anthony","63","notMuchTaller"
1504268124,"subj001","item","96","Tall","Jacob","79","taller"
1504268124,"subj001","item","11","Tall","Donald","77","notVeryTall"
1504268124,"subj001","item","59","Tall","Joseph","70","notVeryTall"
1504268124,"subj001","item","92","Tall","Jacob","72","veryTall"
1504268124,"subj001","item","32","Tall","Robert","68","tall"
1504268124,"subj001","item","4","Tall","John","72","notTaller"
1504268124,"subj001","item","94","Tall","Edward","77","muchTaller"
1504268124,"subj001","item","92","Tall","Arthur","75","taller"
1504268124,"subj001","item","9","Tall","Christopher","72","notVeryTall"
1504268124,"subj001","item","96","Tall","Daniel","79","tall"
1504268124,"subj001","item","6","Tall","Richard","79","notTaller"
1504268124,"subj001","item","88","Tall","William","63","notVeryTall"
1504268124,"subj001","item","97","Tall","Paul","82","tall"
1504268124,"subj001","item","40","Tall","Edward","71","notTall"
1504268124,"subj001","item","43","Tall","John","66","tall"
1504268124,"subj001","item","90","Tall","Thomas","75","tall"
1504268124,"subj001","item","95","Tall","Ryan","73","veryTall"
1504268124,"subj001","item","38","Tall","James","71","notTaller"
1504268124,"subj001","item","35","Tall","Christopher","68","muchTaller"
1504268124,"subj001","item","8","Tall","Kevin","75","notTall"
1504268124,"subj001","item","2","Tall","Jason","77","notTall"
1504268124,"subj001","item","95","Tall","Alex","82","taller"
1504268124,"subj001","age","38","Tall","questionnaire","questionnaire","questionnaire"
1504268124,"subj001","language","English","Tall","questionnaire","questionnaire","questionnaire"
1504268124,"subj001","state","FL","Tall","questionnaire","questionnaire","questionnaire"
1504268124,"subj001","mturkid","A3F6SDO4GYBE4Y","Tall","questionnaire","questionnaire","questionnaire"
1504268124,"subj001","device","A computer mouse","Tall","questionnaire","questionnaire","questionnaire"
1504268138,"subj002","item","7","Tall","George","79","notVeryTall"
1504268138,"subj002","item","34","Tall","Alex","74","notMuchTaller"
1504268138,"subj002","item","4","Tall","Paul","70","muchTaller"
1504268138,"subj002","item","68","Tall","Kevin","71","taller"
1504268138,"subj002","item","2","Tall","Arthur","63","veryTall"
1504268138,"subj002","item","22","Tall","Kevin","66","notMuchTaller"
